512x512		1024x1024		2048x2048		3072x3072
3.4320		15.1280			61.1629			134.1790
3.4470		15.3900			61.2130			131.9510
3.3790		15.3600			61.2060			133.1840
3.3980		15.3220			60.7130			133.3569
3.4090		15.0940			61.6950			132.8159
3.8420		15.1220			59.8960			132.3249
3.7920		15.3270			58.1380			132.5690
3.7730		15.2480			58.7610			132.7559
3.7530		15.1060			59.4010			133.3220
3.7870		15.0710			57.7760			135.0809
